,loss,f1-score,val_loss,val_f1-score
0,0.8595690131187439,0.40644827485084534,0.9586270451545715,0.28851261734962463
1,0.8426504731178284,0.4279558062553406,1.0391449928283691,0.24643361568450928
2,0.8238044381141663,0.45080703496932983,1.1292859315872192,0.21571333706378937
3,0.8095613718032837,0.4651951789855957,1.214919924736023,0.1995992213487625
4,0.7961418032646179,0.4827285408973694,1.2785061597824097,0.1981688290834427
5,0.7832116484642029,0.4985295534133911,1.283349633216858,0.2135663777589798
6,0.7753376960754395,0.5105768442153931,1.2425312995910645,0.24111627042293549
7,0.7678031325340271,0.519536554813385,1.1302229166030884,0.2911163866519928
8,0.7623901963233948,0.5287243127822876,1.0401463508605957,0.33863648772239685
9,0.7529234290122986,0.5446118712425232,0.9700243473052979,0.38056492805480957
10,0.7418028712272644,0.5611122846603394,0.8873363137245178,0.42454442381858826
11,0.7329705953598022,0.5745002627372742,0.8168865442276001,0.46232834458351135
12,0.7278599143028259,0.582416296005249,0.7960879802703857,0.47347041964530945
13,0.7207416892051697,0.5883916616439819,0.780790388584137,0.47915568947792053
14,0.7149530053138733,0.601837694644928,0.7715555429458618,0.4827774465084076
15,0.7004964351654053,0.6309541463851929,0.7705848813056946,0.4839349687099457
16,0.7010002136230469,0.632365345954895,0.7687940001487732,0.48369380831718445
17,0.6961110830307007,0.637004017829895,0.7647317051887512,0.48643311858177185
18,0.7008287310600281,0.6292593479156494,0.7649473547935486,0.4874115288257599
19,0.6925548315048218,0.6604599952697754,0.7724321484565735,0.48556289076805115
20,0.6898208260536194,0.6592621803283691,0.772160530090332,0.486830472946167
21,0.6795633435249329,0.6798905730247498,0.7627506256103516,0.4926895201206207
22,0.6769052743911743,0.6840132474899292,0.7571811079978943,0.49707841873168945
23,0.6774390935897827,0.6757356524467468,0.753695011138916,0.5016676783561707
24,0.6649532318115234,0.7071084380149841,0.752229630947113,0.5043806433677673
25,0.6515140533447266,0.7249757647514343,0.7525983452796936,0.5049319267272949
26,0.652582585811615,0.7303156852722168,0.7510759234428406,0.5073888897895813
27,0.6493699550628662,0.732634425163269,0.7493159174919128,0.5115568041801453
28,0.6414466500282288,0.7400767803192139,0.7474331259727478,0.516436755657196
29,0.6306192278862,0.7578123211860657,0.74409019947052,0.5238149166107178
30,0.6385412812232971,0.744279146194458,0.7403106689453125,0.5317080616950989
31,0.6229692697525024,0.7765834331512451,0.7380248308181763,0.5360901951789856
32,0.6172645688056946,0.8014668226242065,0.7375865578651428,0.5360972285270691
33,0.6114800572395325,0.8090516328811646,0.7340019941329956,0.5438662171363831
34,0.6078349351882935,0.7995487451553345,0.7304668426513672,0.5519903302192688
35,0.5990535616874695,0.8270930647850037,0.7266677021980286,0.5601220726966858
36,0.593828558921814,0.8388674855232239,0.7251815795898438,0.5632275938987732
37,0.5919075012207031,0.8335933089256287,0.7243780493736267,0.5656779408454895
38,0.5888258814811707,0.8547314405441284,0.7218593955039978,0.5731929540634155
39,0.5833362340927124,0.8561530113220215,0.7202377319335938,0.576638400554657
40,0.579348087310791,0.8711577653884888,0.7182236313819885,0.5811811089515686
41,0.5739424228668213,0.882439374923706,0.7167551517486572,0.5840858817100525
42,0.5680686235427856,0.8882802128791809,0.7183539867401123,0.5801575779914856
43,0.5664985179901123,0.8922790288925171,0.7194207906723022,0.5785457491874695
44,0.570142388343811,0.8854142427444458,0.7186915874481201,0.5815271735191345
45,0.5576208829879761,0.9034703969955444,0.7147324681282043,0.5917221903800964
46,0.5524126887321472,0.9157434701919556,0.7102848291397095,0.6020620465278625
47,0.5511125326156616,0.9227524995803833,0.7078942060470581,0.6072377562522888
48,0.5471043586730957,0.9362590909004211,0.7070470452308655,0.6088013052940369
49,0.5409367084503174,0.9463503360748291,0.7074276804924011,0.6076434254646301
50,0.5394169092178345,0.9531075954437256,0.7069631218910217,0.6088289022445679
51,0.5426792502403259,0.947693407535553,0.7063577771186829,0.6108404397964478
52,0.5371802449226379,0.946351945400238,0.7036139965057373,0.6171532273292542
53,0.5285086035728455,0.966457724571228,0.7006869912147522,0.6241884231567383
54,0.5236449241638184,0.9724513292312622,0.6988984942436218,0.6285118460655212
55,0.5184580087661743,0.9784941077232361,0.6973398923873901,0.6322990655899048
56,0.5207169651985168,0.9780319929122925,0.696893036365509,0.6338610649108887
57,0.5125502347946167,0.997750997543335,0.6966457962989807,0.6354860663414001
58,0.5054805874824524,1.009967565536499,0.6959876418113708,0.6383264064788818
59,0.5081820487976074,1.0004570484161377,0.6929181814193726,0.6465754508972168
60,0.5033439993858337,1.0206208229064941,0.6898985505104065,0.6549214720726013
61,0.5089758038520813,1.0028311014175415,0.6873689889907837,0.6620252728462219
62,0.5008177757263184,1.0177764892578125,0.6849944591522217,0.6682049632072449
63,0.4981706738471985,1.021104097366333,0.6831353306770325,0.6734470725059509
64,0.4908619225025177,1.0429444313049316,0.6818661689758301,0.6773591041564941
65,0.49053704738616943,1.0411028861999512,0.6808321475982666,0.679767906665802
66,0.49350178241729736,1.030341625213623,0.6802676320075989,0.6803092956542969
67,0.4790761172771454,1.0734968185424805,0.67850261926651,0.6842275261878967
68,0.47694864869117737,1.0701441764831543,0.6756697297096252,0.6910429000854492
69,0.48613935708999634,1.0531291961669922,0.673865556716919,0.6959986090660095
70,0.4743027985095978,1.0823655128479004,0.672572135925293,0.6998720169067383
71,0.4709186553955078,1.0788979530334473,0.6716741323471069,0.7025601863861084
72,0.46517235040664673,1.0962556600570679,0.6700672507286072,0.7060738205909729
73,0.471002459526062,1.0905942916870117,0.667924702167511,0.7113067507743835
74,0.46149787306785583,1.1067614555358887,0.6648746132850647,0.7179613709449768
75,0.45237889885902405,1.119310975074768,0.6636290550231934,0.7198596596717834
76,0.45727893710136414,1.119002342224121,0.6631346940994263,0.720288097858429
77,0.44672709703445435,1.1320816278457642,0.6618317365646362,0.7227296829223633
78,0.4582776725292206,1.1071640253067017,0.6599600315093994,0.7278850674629211
79,0.44220542907714844,1.1418633460998535,0.6581664681434631,0.7335411906242371
80,0.4400350749492645,1.1463994979858398,0.6572222113609314,0.7369473576545715
81,0.4449084997177124,1.1305558681488037,0.6560719013214111,0.7394755482673645
82,0.4477307200431824,1.1178336143493652,0.6544205546379089,0.7437904477119446
83,0.43346846103668213,1.1687818765640259,0.6531509160995483,0.7483062148094177
84,0.4284035861492157,1.1752314567565918,0.6521838307380676,0.7518287301063538
85,0.43222272396087646,1.1598831415176392,0.6546140313148499,0.7462071776390076
86,0.4291430413722992,1.1763856410980225,0.655813455581665,0.7431635856628418
87,0.42514196038246155,1.1814980506896973,0.6543941497802734,0.7466238141059875
88,0.41548338532447815,1.1957449913024902,0.6533712148666382,0.7496712803840637
89,0.41930973529815674,1.181729793548584,0.6523836851119995,0.7512276768684387
90,0.4137086868286133,1.197144865989685,0.6517297625541687,0.7515842318534851
91,0.4191415011882782,1.1925668716430664,0.6512359380722046,0.7531657814979553
