,loss,f1-score,val_loss,val_f1-score
0,0.9993249177932739,0.30781155824661255,1.3265900611877441,0.14666393399238586
1,0.9854716062545776,0.31655025482177734,1.3187761306762695,0.150351420044899
2,0.972726047039032,0.3267785310745239,1.3288054466247559,0.15133079886436462
3,0.9572335481643677,0.3375397026538849,1.3595969676971436,0.1503441035747528
4,0.9389855861663818,0.350874662399292,1.4034286737442017,0.15046408772468567
5,0.9227579832077026,0.3602865934371948,1.4476438760757446,0.15438216924667358
6,0.9038857817649841,0.37526842951774597,1.4690592288970947,0.16289865970611572
7,0.8901795148849487,0.38646283745765686,1.4213237762451172,0.18423986434936523
8,0.8828405141830444,0.3896123468875885,1.3185127973556519,0.2170407772064209
9,0.8707708716392517,0.3993559181690216,1.2156180143356323,0.25202038884162903
10,0.8594524264335632,0.408509761095047,1.106553554534912,0.2891513705253601
11,0.8604603409767151,0.40880629420280457,1.011601448059082,0.3245665431022644
12,0.846162736415863,0.4191718101501465,0.9339936375617981,0.3558277189731598
13,0.840927004814148,0.42121633887290955,0.8847143650054932,0.3779398798942566
14,0.837419331073761,0.4234195649623871,0.8595766425132751,0.39149409532546997
15,0.8360411524772644,0.4268888533115387,0.8457302451133728,0.4002569019794464
16,0.8240177035331726,0.4365399181842804,0.8370099067687988,0.40574002265930176
17,0.8204993009567261,0.4391357898712158,0.8319494724273682,0.4096716046333313
18,0.8172529935836792,0.4423764646053314,0.8259530067443848,0.41348904371261597
19,0.8123487830162048,0.4472576081752777,0.8201358914375305,0.4169197082519531
20,0.8131428360939026,0.4479313790798187,0.8153859376907349,0.4192326068878174
21,0.8168132305145264,0.4435785710811615,0.812809407711029,0.4208434224128723
22,0.8091773390769958,0.4509395360946655,0.8114426732063293,0.42260226607322693
23,0.8059871792793274,0.4544464647769928,0.8091709613800049,0.42462652921676636
24,0.8050730228424072,0.4567756652832031,0.807210385799408,0.42677223682403564
25,0.8043703436851501,0.4569624960422516,0.8054641485214233,0.42889487743377686
26,0.800416886806488,0.4590117037296295,0.8041310906410217,0.43055886030197144
27,0.7977021932601929,0.46413755416870117,0.8027650713920593,0.43239638209342957
28,0.7941216230392456,0.4651941955089569,0.8016090393066406,0.4340142607688904
29,0.8005051016807556,0.4648507535457611,0.8005486726760864,0.43557024002075195
30,0.7888338565826416,0.4726649820804596,0.7996259331703186,0.4369785785675049
31,0.7940563559532166,0.4699019193649292,0.798405647277832,0.43869075179100037
32,0.7948076725006104,0.47038817405700684,0.7970969676971436,0.44059181213378906
33,0.790393590927124,0.47321781516075134,0.7959375381469727,0.4423423707485199
34,0.7851403951644897,0.4800455868244171,0.7948465943336487,0.44404909014701843
35,0.7863656282424927,0.4821279048919678,0.7934105396270752,0.4463118016719818
36,0.7822884321212769,0.48321783542633057,0.7921897768974304,0.4483204483985901
37,0.778327226638794,0.4879644215106964,0.7910315990447998,0.45015114545822144
38,0.7768313884735107,0.4883855879306793,0.7899066209793091,0.45198482275009155
39,0.7765050530433655,0.4915265738964081,0.7888659238815308,0.4537481367588043
40,0.7755140662193298,0.491151362657547,0.7878327369689941,0.4556095004081726
41,0.7742974758148193,0.49693313241004944,0.7864305377006531,0.45803868770599365
42,0.7761428356170654,0.4963947534561157,0.7853109836578369,0.46001994609832764
43,0.7717042565345764,0.49991336464881897,0.7845709323883057,0.4615153968334198
44,0.769777238368988,0.5026331543922424,0.7837578058242798,0.46318909525871277
45,0.7675360441207886,0.5039635896682739,0.7827969789505005,0.46503761410713196
46,0.7672593593597412,0.5066717863082886,0.7817818522453308,0.46700406074523926
47,0.7676025032997131,0.5081354379653931,0.7807261347770691,0.46904534101486206
48,0.7641204595565796,0.5113974213600159,0.7797558307647705,0.4709693193435669
49,0.7642004489898682,0.5140050053596497,0.779010534286499,0.4725337624549866
50,0.7645191550254822,0.5137656331062317,0.778325617313385,0.4741135835647583
51,0.7621979713439941,0.5184189081192017,0.7773599624633789,0.47622203826904297
52,0.7604196667671204,0.5190529227256775,0.7765065431594849,0.47817739844322205
53,0.7591239213943481,0.5218267440795898,0.7754966020584106,0.4803493618965149
54,0.7574430704116821,0.5271756052970886,0.7748721241950989,0.4819867014884949
55,0.7568766474723816,0.5259418487548828,0.774613618850708,0.48298656940460205
56,0.7545915246009827,0.5305231809616089,0.774190366268158,0.484222412109375
57,0.7522620558738708,0.5345165133476257,0.7737245559692383,0.4856574535369873
58,0.756299614906311,0.5323283672332764,0.7732182741165161,0.4872627854347229
